"","player_id","year","bp","bp_converted"
"10209",105541,"2012",NA,NA
"10210",105541,"2011",NA,NA
"10211",105541,"2013",NA,NA
"10212",105541,"2015",NA,NA
"10213",105542,"2015",6,4
"10214",105542,"2015",2,1
"10215",105547,"2013",NA,NA
"10216",105550,"2018",NA,NA
"10217",105550,"2019",308,134
"10218",105550,"2016",150,36
"10219",105550,"2015",19,7
"10220",105550,"2021",85,32
"10221",105550,"2019",166,46
"10222",105550,"2012",12,5
"10223",105550,"2018",255,105
"10224",105550,"2020",64,22
"10225",105550,"2017",NA,NA
"10226",105550,"2013",68,28
"10227",105550,"2021",98,40
"10228",105550,"2017",125,37
"10229",105550,"2020",75,30
"10230",105550,"2014",7,3
"10231",105550,"2014",16,7
"10232",105550,"2023",75,32
"10233",105550,"2013",59,15
"10234",105550,"2023",65,21
"10235",105550,"2016",155,73
"10236",105550,"2015",6,4
"10237",105551,"2017",5,3
"10238",105554,"2017",NA,NA
"10239",105554,"2020",79,32
"10240",105554,"2023",NA,NA
"10241",105554,"2023",144,69
"10242",105554,"2020",183,77
"10243",105554,"2016",84,38
"10244",105554,"2018",23,5
"10245",105554,"2015",NA,NA
"10246",105554,"2024",113,30
"10247",105554,"2008",0,0
"10248",105554,"2013",NA,NA
"10249",105554,"2022",NA,NA
"10250",105554,"2011",16,8
"10251",105554,"2014",23,11
"10252",105554,"2010",NA,NA
"10253",105554,"2012",NA,NA
"10254",105554,"2021",140,51
"10255",105554,"2014",26,6
"10256",105554,"2018",6,4
"10257",105554,"2009",NA,NA
"10258",105554,"2021",198,93
"10259",105554,"2019",191,81
"10260",105554,"2016",63,18
"10261",105554,"2019",132,39
"10262",105554,"2024",84,34
"10263",105558,"2010",19,7
"10264",105558,"2009",8,5
"10265",105558,"2011",11,4
"10266",105558,"2012",28,11
"10267",105558,"2010",20,11
"10268",105558,"2011",10,6
"10269",105558,"2013",94,36
"10270",105558,"2012",48,18
"10271",105558,"2013",NA,NA
"10272",105558,"2009",5,2
"10273",105559,"2017",1,0
"10274",105559,"2007",6,3
"10275",105559,"2008",15,7
"10276",105561,"2012",21,10
"10277",105561,"2017",47,13
"10278",105561,"2019",11,7
"10279",105561,"2023",1,1
"10280",105561,"2014",8,4
"10281",105561,"2011",10,1
"10282",105561,"2017",63,25
"10283",105561,"2016",11,1
"10284",105561,"2019",7,4
"10285",105561,"2011",13,8
"10286",105561,"2018",2,2
"10287",105561,"2022",16,5
"10288",105561,"2021",5,3
"10289",105561,"2018",13,2
"10290",105561,"2021",17,7
"10291",105561,"2016",17,7
"10292",105561,"2012",13,5
"10293",105565,"2012",NA,NA
"10294",105566,"2017",NA,NA
"10295",105566,"2017",7,1
"10296",105566,"2011",NA,NA
"10297",105566,"2015",NA,NA
"10298",105566,"2018",7,3
"10299",105572,"2015",48,16
"10300",105572,"2017",4,1
"10301",105572,"2015",36,6
"10302",105572,"2012",3,1
"10303",105572,"2008",0,0
"10304",105572,"2016",40,9
"10305",105572,"2016",27,15
"10306",105572,"2014",5,2
"10307",105572,"2014",0,0
"10308",105573,"2009",NA,NA
"10309",105573,"2011",NA,NA
"10310",105573,"2008",NA,NA
"10311",105573,"2010",NA,NA
"10312",105575,"2015",NA,NA
"10313",105575,"2008",9,1
"10314",105575,"2020",78,32
"10315",105575,"2017",54,14
"10316",105575,"2017",NA,NA
"10317",105575,"2023",NA,NA
"10318",105575,"2019",NA,NA
"10319",105575,"2022",NA,NA
"10320",105575,"2021",76,22
"10321",105575,"2012",84,29
"10322",105575,"2020",40,16
"10323",105575,"2016",91,26
"10324",105575,"2018",79,29
"10325",105575,"2019",46,13
"10326",105575,"2013",NA,NA
"10327",105575,"2014",NA,NA
"10328",105575,"2016",101,51
"10329",105575,"2018",85,34
"10330",105575,"2010",NA,NA
"10331",105575,"2013",105,23
"10332",105575,"2021",146,59
"10333",105575,"2022",33,9
"10334",105575,"2012",20,3
"10335",105575,"2009",NA,NA
"10336",105575,"2011",NA,NA
"10337",105575,"2011",45,19
"10338",105575,"2014",40,4
"10339",105575,"2024",21,6
"10340",105577,"2021",44,13
"10341",105577,"2020",117,48
"10342",105577,"2021",61,25
"10343",105577,"2017",65,27
"10344",105577,"2022",NA,NA
"10345",105577,"2017",49,14
"10346",105577,"2018",50,14
"10347",105577,"2008",NA,NA
"10348",105577,"2016",85,25
"10349",105577,"2020",35,7
"10350",105577,"2019",31,9
"10351",105577,"2023",12,5
"10352",105577,"2024",0,0
"10353",105577,"2023",8,3
"10354",105577,"2018",45,23
"10355",105577,"2014",NA,NA
"10356",105577,"2024",10,4
"10357",105577,"2015",NA,NA
"10358",105577,"2019",29,12
"10359",105577,"2013",NA,NA
"10360",105577,"2011",NA,NA
"10361",105577,"2012",NA,NA
"10362",105577,"2016",58,25
"10363",105578,"2018",11,4
"10364",105579,"2016",13,6
"10365",105579,"2013",NA,NA
"10366",105579,"2009",NA,NA
"10367",105579,"2010",NA,NA
"10368",105579,"2017",19,5
"10369",105579,"2016",25,15
"10370",105579,"2012",NA,NA
"10371",105579,"2011",NA,NA
"10372",105579,"2007",NA,NA
"10373",105583,"2016",87,19
"10374",105583,"2010",NA,NA
"10375",105583,"2011",35,9
"10376",105583,"2024",152,73
"10377",105583,"2018",134,51
"10378",105583,"2023",105,34
"10379",105583,"2020",137,50
"10380",105583,"2016",131,61
"10381",105583,"2011",20,10
"10382",105583,"2015",129,39
"10383",105583,"2020",86,30
"10384",105583,"2018",222,98
"10385",105583,"2019",165,76
"10386",105583,"2021",166,56
"10387",105583,"2014",NA,NA
"10388",105583,"2012",NA,NA
"10389",105583,"2022",NA,NA
"10390",105583,"2023",169,81
"10391",105583,"2017",96,36
"10392",105583,"2017",NA,NA
"10393",105583,"2021",181,72
"10394",105583,"2022",149,42
"10395",105583,"2015",NA,NA
"10396",105583,"2024",NA,NA
"10397",105583,"2019",134,53
"10398",105583,"2012",1,1
"10399",105583,"2013",NA,NA
"10400",105585,"2017",26,3
"10401",105585,"2010",NA,NA
"10402",105585,"2014",NA,NA
"10403",105585,"2016",50,28
"10404",105585,"2012",23,14
"10405",105585,"2017",8,5
"10406",105585,"2012",NA,NA
"10407",105585,"2018",21,11
"10408",105585,"2015",NA,NA
"10409",105585,"2009",NA,NA
"10410",105585,"2013",NA,NA
"10411",105585,"2018",3,1
"10412",105585,"2019",13,5
"10413",105585,"2016",6,2
"10414",105585,"2011",9,4
"10415",105585,"2011",NA,NA
"10416",105586,"2014",NA,NA
"10417",105586,"2013",NA,NA
"10418",105586,"2015",NA,NA
"10419",105586,"2016",2,1
"10420",105587,"2021",7,5
"10421",105587,"2018",NA,NA
"10422",105587,"2015",NA,NA
"10423",105589,"2016",31,12
"10424",105589,"2010",7,2
"10425",105589,"2013",4,2
"10426",105589,"2018",37,15
"10427",105589,"2015",20,5
"10428",105589,"2016",27,11
"10429",105589,"2017",51,24
"10430",105589,"2017",61,23
"10431",105589,"2018",46,17
"10432",105589,"2015",NA,NA
"10433",105589,"2014",NA,NA
"10434",105589,"2021",4,2
"10435",105589,"2022",2,1
"10436",105590,"2015",NA,NA
"10437",105590,"2010",NA,NA
"10438",105590,"2009",NA,NA
"10439",105590,"2008",NA,NA
"10440",105590,"2012",NA,NA
"10441",105590,"2011",NA,NA
"10442",105590,"2014",NA,NA
"10443",105590,"2013",NA,NA
"10444",105591,"2013",2,0
"10445",105596,"2016",8,2
"10446",105596,"2017",7,2
"10447",105596,"2016",13,7
"10448",105601,"2010",NA,NA
"10449",105606,"2011",NA,NA
"10450",105606,"2018",2,2
"10451",105606,"2015",NA,NA
"10452",105609,"2010",1,0
"10453",105613,"2020",61,18
"10454",105613,"2019",NA,NA
"10455",105613,"2015",NA,NA
"10456",105613,"2019",4,0
"10457",105613,"2017",57,17
"10458",105613,"2021",NA,NA
"10459",105613,"2020",66,28
"10460",105613,"2024",4,2
"10461",105613,"2022",NA,NA
"10462",105613,"2017",39,12
"10463",105613,"2014",NA,NA
"10464",105613,"2021",83,42
"10465",105613,"2018",16,2
"10466",105613,"2022",22,8
"10467",105614,"2010",11,3
"10468",105614,"2019",45,10
"10469",105614,"2013",11,3
"10470",105614,"2014",68,22
"10471",105614,"2013",17,6
"10472",105614,"2011",1,0
"10473",105614,"2014",22,6
"10474",105614,"2020",2,1
"10475",105614,"2019",22,12
"10476",105614,"2012",10,4
"10477",105614,"2018",14,4
"10478",105614,"2022",0,0
"10479",105614,"2012",12,8
"10480",105614,"2018",30,14
"10481",105614,"2023",2,0
"10482",105621,"2024",NA,NA
"10483",105625,"2010",NA,NA
"10484",105626,"2018",4,4
"10485",105626,"2016",16,7
"10486",105626,"2016",9,3
"10487",105626,"2018",8,2
"10488",105626,"2015",NA,NA
"10489",105626,"2019",NA,NA
"10490",105630,"2013",NA,NA
"10491",105630,"2017",1,0
"10492",105630,"2016",0,0
"10493",105633,"2017",14,2
"10494",105633,"2023",NA,NA
"10495",105633,"2014",NA,NA
"10496",105633,"2009",NA,NA
"10497",105633,"2012",NA,NA
"10498",105633,"2018",19,10
"10499",105633,"2019",NA,NA
"10500",105633,"2024",NA,NA
"10501",105633,"2021",NA,NA
"10502",105633,"2018",3,1
"10503",105633,"2017",4,2
"10504",105633,"2020",NA,NA
"10505",105633,"2015",0,0
"10506",105633,"2022",NA,NA
"10507",105633,"2010",NA,NA
"10508",105633,"2012",7,6
"10509",105633,"2016",36,17
"10510",105634,"2017",9,5
"10511",105634,"2018",23,2
"10512",105634,"2018",15,7
"10513",105634,"2019",12,2
"10514",105634,"2014",5,3
"10515",105638,"2011",3,0
"10516",105638,"2014",12,5
"10517",105641,"2014",45,15
"10518",105641,"2016",12,7
"10519",105641,"2021",0,0
"10520",105641,"2016",17,4
"10521",105641,"2015",32,8
"10522",105641,"2013",NA,NA
"10523",105641,"2015",37,13
"10524",105641,"2014",NA,NA
"10525",105641,"2022",6,3
"10526",105641,"2023",NA,NA
"10527",105641,"2019",NA,NA
"10528",105641,"2018",1,0
"10529",105641,"2010",NA,NA
"10530",105643,"2023",11,4
"10531",105643,"2010",2,2
"10532",105643,"2016",126,45
"10533",105643,"2014",142,72
"10534",105643,"2021",145,45
"10535",105643,"2013",86,35
"10536",105643,"2022",77,41
"10537",105643,"2019",134,60
"10538",105643,"2011",13,4
"10539",105643,"2020",74,32
"10540",105643,"2023",8,5
"10541",105643,"2022",82,34
"10542",105643,"2017",91,43
"10543",105643,"2012",48,25
"10544",105643,"2016",247,113
"10545",105643,"2012",37,13
"10546",105643,"2019",131,46
"10547",105643,"2013",32,10
"10548",105643,"2017",47,11
"10549",105643,"2014",136,29
"10550",105643,"2009",9,3
"10551",105643,"2015",NA,NA
"10552",105643,"2020",81,23
"10553",105643,"2021",NA,NA
"10554",105643,"2018",90,45
"10555",105643,"2018",110,31
"10556",105643,"2011",29,12
"10557",105649,"2020",21,6
"10558",105649,"2019",41,9
"10559",105649,"2017",82,34
"10560",105649,"2017",40,20
"10561",105649,"2013",12,4
"10562",105649,"2016",8,2
"10563",105649,"2021",18,8
"10564",105649,"2022",0,0
"10565",105649,"2012",NA,NA
"10566",105649,"2011",20,8
"10567",105649,"2022",8,3
"10568",105649,"2011",43,22
"10569",105649,"2020",30,5
"10570",105649,"2019",67,32
"10571",105649,"2013",4,1
"10572",105649,"2021",8,3
"10573",105649,"2018",3,1
"10574",105650,"2016",9,5
"10575",105650,"2016",2,0
"10576",105651,"2014",7,0
"10577",105655,"2014",7,4
"10578",105655,"2022",16,4
"10579",105655,"2015",15,8
"10580",105655,"2022",7,5
"10581",105655,"2015",5,3
"10582",105655,"2016",4,2
"10583",105655,"2012",3,2
"10584",105655,"2012",10,2
"10585",105656,"2022",NA,NA
"10586",105656,"2018",3,0
"10587",105656,"2019",NA,NA
"10588",105656,"2010",NA,NA
"10589",105656,"2014",NA,NA
"10590",105656,"2012",NA,NA
"10591",105656,"2021",NA,NA
"10592",105656,"2008",NA,NA
"10593",105656,"2011",NA,NA
"10594",105656,"2019",1,0
"10595",105656,"2024",16,12
"10596",105656,"2007",NA,NA
"10597",105656,"2017",NA,NA
"10598",105656,"2024",13,5
"10599",105656,"2020",NA,NA
"10600",105656,"2015",NA,NA
"10601",105656,"2013",NA,NA
"10602",105656,"2023",NA,NA
"10603",105656,"2018",5,3
"10604",105656,"2016",51,29
"10605",105657,"2019",NA,NA
"10606",105657,"2011",NA,NA
"10607",105657,"2014",NA,NA
"10608",105657,"2018",108,51
"10609",105657,"2016",22,13
"10610",105657,"2009",NA,NA
"10611",105657,"2021",13,5
"10612",105657,"2018",108,25
"10613",105657,"2012",NA,NA
"10614",105657,"2011",11,3
"10615",105657,"2013",NA,NA
"10616",105657,"2014",18,2
"10617",105657,"2016",24,10
"10618",105657,"2010",4,3
"10619",105657,"2022",NA,NA
"10620",105657,"2017",62,22
"10621",105657,"2015",NA,NA
"10622",105657,"2017",55,16
"10623",105657,"2024",3,0
"10624",105657,"2009",9,2
"10625",105662,"2010",NA,NA
"10626",105662,"2008",NA,NA
"10627",105662,"2009",NA,NA
"10628",105668,"2017",25,4
"10629",105668,"2010",NA,NA
"10630",105668,"2014",NA,NA
"10631",105668,"2009",NA,NA
"10632",105668,"2011",NA,NA
"10633",105668,"2012",NA,NA
"10634",105668,"2017",36,13
"10635",105668,"2015",NA,NA
"10636",105668,"2016",20,5
"10637",105668,"2013",NA,NA
"10638",105668,"2008",NA,NA
"10639",105668,"2020",NA,NA
"10640",105668,"2013",88,26
"10641",105671,"2016",100,45
"10642",105671,"2017",82,31
"10643",105671,"2006",0,0
"10644",105671,"2016",52,24
"10645",105671,"2017",48,16
"10646",105671,"2018",15,10
"10647",105671,"2015",NA,NA
"10648",105671,"2015",20,7
"10649",105671,"2021",1,0
"10650",105671,"2007",NA,NA
"10651",105671,"2014",33,12
"10652",105671,"2013",NA,NA
"10653",105671,"2011",7,4
"10654",105671,"2018",54,12
"10655",105671,"2014",NA,NA
"10656",105671,"2012",NA,NA
"10657",105671,"2008",NA,NA
"10658",105676,"2021",133,61
"10659",105676,"2012",73,15
"10660",105676,"2018",79,28
"10661",105676,"2020",132,56
"10662",105676,"2016",518,231
"10663",105676,"2020",70,27
"10664",105676,"2023",NA,NA
"10665",105676,"2019",135,44
"10666",105676,"2019",NA,NA
"10667",105676,"2018",NA,NA
"10668",105676,"2013",NA,NA
"10669",105676,"2024",203,84
"10670",105676,"2015",NA,NA
"10671",105676,"2021",85,30
"10672",105676,"2011",8,5
"10673",105676,"2014",NA,NA
"10674",105676,"2017",136,36
"10675",105676,"2011",16,2
"10676",105676,"2012",NA,NA
"10677",105676,"2024",75,25
"10678",105676,"2017",NA,NA
"10679",105676,"2016",163,62
"10680",105676,"2022",NA,NA
"10681",105677,"2016",0,0
"10682",105677,"2016",7,4
"10683",105678,"2014",4,2
"10684",105678,"2014",31,15
"10685",105679,"2014",7,2
"10686",105679,"2017",6,2
"10687",105679,"2013",5,2
"10688",105681,"2011",NA,NA
"10689",105683,"2016",NA,NA
"10690",105683,"2018",NA,NA
"10691",105683,"2017",NA,NA
"10692",105683,"2013",NA,NA
"10693",105683,"2023",10,3
"10694",105683,"2011",NA,NA
"10695",105683,"2024",46,12
"10696",105683,"2019",NA,NA
"10697",105683,"2023",32,12
"10698",105683,"2010",NA,NA
"10699",105683,"2014",75,17
"10700",105683,"2024",NA,NA
"10701",105683,"2021",75,27
"10702",105683,"2017",207,80
"10703",105683,"2009",5,1
"10704",105683,"2020",NA,NA
"10705",105683,"2021",16,7
"10706",105683,"2020",147,59
"10707",105683,"2012",NA,NA
"10708",105683,"2015",NA,NA
"10709",105683,"2014",NA,NA
"10710",105683,"2016",362,142
"10711",105688,"2017",8,2
"10712",105688,"2019",NA,NA
"10713",105688,"2017",21,6
"10714",105688,"2018",14,9
"10715",105688,"2011",NA,NA
"10716",105688,"2020",7,3
"10717",105688,"2012",NA,NA
"10718",105691,"2018",3,1
"10719",105692,"2017",7,2
"10720",105703,"2017",7,2
"10721",105703,"2014",NA,NA
"10722",105707,"2012",NA,NA
"10723",105707,"2013",NA,NA
"10724",105707,"2017",10,2
"10725",105707,"2018",5,3
"10726",105707,"2011",2,0
"10727",105707,"2014",NA,NA
"10728",105707,"2017",12,6
"10729",105711,"2012",3,0
"10730",105711,"2013",0,0
"10731",105714,"2024",7,3
"10732",105714,"2022",NA,NA
"10733",105717,"2010",NA,NA
"10734",105717,"2011",NA,NA
"10735",105720,"2012",NA,NA
"10736",105720,"2009",NA,NA
"10737",105723,"2010",47,11
"10738",105723,"2013",NA,NA
"10739",105723,"2013",109,24
"10740",105723,"2017",128,51
"10741",105723,"2015",37,13
"10742",105723,"2014",50,11
"10743",105723,"2023",2,1
"10744",105723,"2012",28,7
"10745",105723,"2015",NA,NA
"10746",105723,"2011",19,10
"10747",105723,"2009",14,3
"10748",105723,"2014",NA,NA
"10749",105723,"2022",13,6
"10750",105723,"2009",6,3
"10751",105723,"2020",6,3
"10752",105723,"2012",50,14
"10753",105723,"2017",NA,NA
"10754",105723,"2010",2,2
"10755",105723,"2016",NA,NA
"10756",105723,"2020",4,1
"10757",105723,"2011",27,8
"10758",105723,"2016",95,29
"10759",105723,"2021",13,5
"10760",105730,"2009",6,2
"10761",105730,"2010",3,0
"10762",105731,"2022",3,1
"10763",105731,"2024",1,0
"10764",105731,"2019",15,5
"10765",105731,"2016",13,6
"10766",105731,"2020",8,4
"10767",105731,"2016",10,4
"10768",105731,"2014",1,0
"10769",105731,"2021",3,2
"10770",105731,"2010",NA,NA
"10771",105731,"2019",15,3
"10772",105731,"2017",3,2
"10773",105732,"2017",61,21
"10774",105732,"2024",14,4
"10775",105732,"2018",166,71
"10776",105732,"2017",101,21
"10777",105732,"2022",13,2
"10778",105732,"2024",10,2
"10779",105732,"2013",15,4
"10780",105732,"2021",85,34
"10781",105732,"2020",65,26
"10782",105732,"2016",47,17
"10783",105732,"2021",58,30
"10784",105732,"2019",159,69
"10785",105732,"2015",23,3
"10786",105732,"2022",10,7
"10787",105732,"2014",24,5
"10788",105732,"2019",90,25
"10789",105732,"2018",87,33
"10790",105732,"2015",57,26
"10791",105732,"2023",31,6
"10792",105732,"2014",33,12
"10793",105732,"2016",50,25
"10794",105732,"2020",86,36
"10795",105732,"2023",3,1
"10796",105732,"2013",10,6
"10797",105733,"2013",35,11
"10798",105733,"2014",5,3
"10799",105733,"2012",8,1
"10800",105733,"2013",54,18
"10801",105733,"2014",19,10
"10802",105733,"2015",1,0
"10803",105738,"2012",NA,NA
"10804",105738,"2009",NA,NA
"10805",105738,"2016",7,2
"10806",105738,"2013",NA,NA
"10807",105738,"2016",3,2
"10808",105738,"2008",NA,NA
"10809",105738,"2011",NA,NA
"10810",105738,"2014",NA,NA
"10811",105738,"2010",NA,NA
"10812",105747,"2020",NA,NA
"10813",105747,"2018",12,8
"10814",105747,"2022",7,2
"10815",105747,"2014",NA,NA
"10816",105747,"2019",NA,NA
"10817",105747,"2016",3,3
"10818",105747,"2023",NA,NA
"10819",105747,"2018",13,4
"10820",105747,"2012",NA,NA
"10821",105751,"2016",2,0
"10822",105757,"2019",12,2
"10823",105757,"2020",2,2
"10824",105757,"2018",2,1
"10825",105757,"2021",4,1
"10826",105757,"2012",3,2
"10827",105757,"2019",NA,NA
"10828",105759,"2015",NA,NA
"10829",105773,"2011",NA,NA
"10830",105775,"2016",1,1
"10831",105777,"2018",NA,NA
"10832",105777,"2021",200,93
"10833",105777,"2022",218,97
"10834",105777,"2024",86,20
"10835",105777,"2017",378,170
"10836",105777,"2008",3,0
"10837",105777,"2014",71,19
"10838",105777,"2024",378,153
"10839",105777,"2017",145,31
"10840",105777,"2020",85,36
"10841",105777,"2016",NA,NA
"10842",105777,"2014",NA,NA
"10843",105777,"2022",106,29
"10844",105777,"2009",NA,NA
"10845",105777,"2019",105,45
"10846",105777,"2013",NA,NA
"10847",105777,"2015",NA,NA
"10848",105777,"2020",NA,NA
"10849",105777,"2012",213,82
"10850",105777,"2015",125,37
"10851",105777,"2023",NA,NA
"10852",105777,"2018",102,33
"10853",105777,"2019",NA,NA
"10854",105777,"2009",31,10
"10855",105777,"2010",NA,NA
"10856",105777,"2011",132,34
"10857",105777,"2011",156,66
"10858",105777,"2021",99,30
"10859",105777,"2013",113,29
"10860",105777,"2016",175,52
"10861",105777,"2012",101,34
"10862",105781,"2009",NA,NA
"10863",105781,"2012",11,3
"10864",105781,"2010",NA,NA
"10865",105782,"2016",2,1
"10866",105783,"2014",11,5
"10867",105783,"2009",1,1
"10868",105790,"2009",NA,NA
"10869",105790,"2012",NA,NA
"10870",105790,"2013",NA,NA
"10871",105790,"2010",NA,NA
"10872",105790,"2016",9,2
"10873",105790,"2015",NA,NA
"10874",105790,"2016",12,4
"10875",105790,"2011",NA,NA
"10876",105790,"2014",NA,NA
"10877",105798,"2017",8,5
"10878",105806,"2013",8,3
"10879",105806,"2016",46,18
"10880",105806,"2021",9,3
"10881",105806,"2013",9,3
"10882",105806,"2014",NA,NA
"10883",105806,"2016",24,9
"10884",105806,"2022",9,2
"10885",105806,"2017",31,15
"10886",105806,"2017",12,4
"10887",105806,"2024",NA,NA
"10888",105806,"2018",NA,NA
"10889",105806,"2018",79,25
"10890",105806,"2020",2,1
"10891",105806,"2023",NA,NA
"10892",105806,"2022",12,5
"10893",105806,"2015",NA,NA
"10894",105806,"2019",NA,NA
"10895",105807,"2015",123,63
"10896",105807,"2015",138,38
"10897",105807,"2019",136,40
"10898",105807,"2019",257,109
"10899",105807,"2016",344,165
"10900",105807,"2016",115,44
"10901",105807,"2020",61,18
"10902",105807,"2011",6,3
"10903",105807,"2020",228,90
"10904",105807,"2024",40,16
"10905",105807,"2023",33,8
"10906",105807,"2014",NA,NA
"10907",105807,"2022",NA,NA
"10908",105807,"2018",276,128
"10909",105807,"2022",311,143
"10910",105807,"2023",6,2
"10911",105807,"2021",NA,NA
"10912",105807,"2017",NA,NA
"10913",105807,"2017",143,49
"10914",105807,"2024",65,34
"10915",105807,"2013",29,11
"10916",105807,"2013",64,29
"10917",105807,"2018",110,41
"10918",105807,"2014",118,40
"10919",105812,"2014",NA,NA
"10920",105812,"2020",NA,NA
"10921",105812,"2013",NA,NA
"10922",105812,"2019",NA,NA
"10923",105812,"2015",NA,NA
"10924",105812,"2018",12,5
"10925",105812,"2018",6,2
"10926",105812,"2017",5,1
"10927",105812,"2010",NA,NA
"10928",105812,"2012",NA,NA
"10929",105812,"2023",NA,NA
"10930",105812,"2017",8,6
"10931",105815,"2017",18,6
"10932",105815,"2024",4,1
"10933",105815,"2019",81,22
"10934",105815,"2018",112,54
"10935",105815,"2021",NA,NA
"10936",105815,"2020",65,30
"10937",105815,"2019",115,50
"10938",105815,"2018",92,29
"10939",105815,"2020",87,19
"10940",105815,"2021",64,29
"10941",105815,"2022",9,1
"10942",105815,"2017",12,5
"10943",105819,"2015",7,4
"10944",105819,"2019",79,30
"10945",105819,"2024",9,3
"10946",105819,"2015",4,1
"10947",105819,"2012",0,0
"10948",105819,"2023",17,6
"10949",105819,"2017",12,1
"10950",105819,"2018",34,17
"10951",105819,"2023",8,4
"10952",105819,"2017",15,5
"10953",105819,"2019",34,16
"10954",105819,"2016",1,1
"10955",105819,"2018",25,6
"10956",105820,"2015",NA,NA
"10957",105821,"2017",8,4
"10958",105826,"2015",2,2
"10959",105826,"2015",6,2
"10960",105827,"2014",NA,NA
"10961",105827,"2019",NA,NA
"10962",105827,"2021",10,5
"10963",105827,"2011",NA,NA
"10964",105827,"2022",8,2
"10965",105827,"2017",27,13
"10966",105827,"2015",NA,NA
"10967",105827,"2020",14,5
"10968",105827,"2016",22,5
"10969",105827,"2016",23,10
"10970",105827,"2017",27,8
"10971",105827,"2018",3,3
"10972",105827,"2010",NA,NA
"10973",105827,"2018",10,2
"10974",105830,"2011",NA,NA
"10975",105830,"2014",NA,NA
"10976",105831,"2012",2,1
"10977",105831,"2008",0,0
"10978",105831,"2010",7,3
"10979",105841,"2020",14,9
"10980",105841,"2015",0,0
"10981",105841,"2023",0,0
"10982",105841,"2016",3,1
"10983",105841,"2020",10,3
"10984",105841,"2017",2,0
"10985",105841,"2021",0,0
"10986",105842,"2013",NA,NA
"10987",105842,"2017",11,5
"10988",105842,"2017",7,2
"10989",105842,"2015",NA,NA
"10990",105842,"2015",20,8
"10991",105842,"2014",17,2
"10992",105842,"2016",51,24
"10993",105842,"2011",1,1
"10994",105842,"2019",0,0
"10995",105842,"2019",15,8
"10996",105842,"2009",NA,NA
"10997",105842,"2010",NA,NA
"10998",105842,"2014",NA,NA
"10999",105842,"2016",28,9
"11000",105842,"2018",25,8
"11001",105842,"2012",NA,NA
"11002",105842,"2011",NA,NA
"11003",105852,"2013",NA,NA
"11004",105853,"2015",NA,NA
"11005",105853,"2016",8,3
"11006",105853,"2014",NA,NA
"11007",105870,"2020",20,5
"11008",105870,"2020",50,27
"11009",105870,"2021",70,33
"11010",105870,"2022",45,22
"11011",105870,"2022",26,6
"11012",105870,"2018",11,3
"11013",105870,"2018",41,9
"11014",105870,"2023",134,41
"11015",105870,"2024",144,64
"11016",105870,"2021",NA,NA
"11017",105870,"2019",11,1
"11018",105870,"2017",65,29
"11019",105870,"2023",NA,NA
"11020",105870,"2017",30,7
"11021",105870,"2024",110,20
"11022",105871,"2017",0,0
"11023",105872,"2015",NA,NA
"11024",105872,"2014",NA,NA
"11025",105872,"2017",31,11
"11026",105872,"2012",3,1
"11027",105872,"2016",4,1
"11028",105872,"2011",10,2
"11029",105872,"2014",12,5
"11030",105872,"2010",4,2
"11031",105872,"2015",6,4
"11032",105874,"2013",2,0
"11033",105874,"2012",1,1
"11034",105874,"2014",11,4
"11035",105874,"2013",1,1
"11036",105874,"2016",1,0
"11037",105874,"2012",16,5
"11038",105874,"2014",15,0
"11039",105877,"2017",23,8
"11040",105877,"2021",17,9
"11041",105877,"2017",12,6
"11042",105877,"2020",11,4
"11043",105877,"2021",17,6
"11044",105877,"2010",NA,NA
"11045",105877,"2024",2,2
"11046",105877,"2015",NA,NA
"11047",105877,"2019",NA,NA
"11048",105877,"2016",35,21
"11049",105877,"2012",NA,NA
"11050",105877,"2013",NA,NA
"11051",105877,"2023",NA,NA
"11052",105877,"2016",7,2
"11053",105877,"2020",14,6
"11054",105877,"2022",36,7
"11055",105877,"2022",NA,NA
"11056",105877,"2014",NA,NA
"11057",105881,"2017",1,1
"11058",105881,"2016",25,7
"11059",105881,"2017",2,0
"11060",105881,"2016",4,2
"11061",105882,"2021",129,41
"11062",105882,"2014",4,4
"11063",105882,"2020",51,15
"11064",105882,"2020",47,23
"11065",105882,"2018",46,13
"11066",105882,"2022",20,7
"11067",105882,"2019",40,14
"11068",105882,"2017",21,10
"11069",105882,"2018",22,12
"11070",105882,"2021",94,47
"11071",105882,"2023",10,6
"11072",105882,"2022",19,7
"11073",105882,"2017",18,8
"11074",105882,"2019",29,16
"11075",105888,"2015",12,1
"11076",105894,"2010",3,1
"11077",105894,"2011",41,15
"11078",105894,"2013",0,0
"11079",105894,"2011",5,2
"11080",105894,"2012",11,4
"11081",105894,"2012",39,15
"11082",105899,"2011",NA,NA
"11083",105899,"2020",1,0
"11084",105899,"2018",10,4
"11085",105899,"2021",7,2
"11086",105899,"2010",NA,NA
"11087",105899,"2018",11,3
"11088",105899,"2014",NA,NA
"11089",105899,"2019",NA,NA
"11090",105899,"2015",NA,NA
"11091",105899,"2016",NA,NA
"11092",105899,"2013",NA,NA
"11093",105899,"2022",NA,NA
"11094",105899,"2012",NA,NA
"11095",105902,"2014",19,6
"11096",105902,"2018",11,7
"11097",105902,"2016",28,15
"11098",105902,"2014",2,1
"11099",105902,"2019",5,4
"11100",105902,"2022",71,27
"11101",105902,"2015",68,30
"11102",105902,"2023",20,10
